query,bucket,cluster,page,volume,gsc_impressions,gsc_clicks,bing_impressions,bing_clicks
report cgt 2026,already-covered,,,0,0,0,2,0
report cgt as non resident landlord,already-covered,,,0,0,0,2,0
report cgt on property,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,50,0,0,0,0
report cgt on residential property,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,0,0,0,0
report cgt to hmrc,assigned,hmrc capital gains tax,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,140,0,0,0,0
report disposal of main residence cgt non resident,already-covered,,,0,0,0,2,0
report non resident cgt,already-covered,,,0,0,0,2,0
reporting 60 days capital gain for non tax resident,already-covered,,,0,0,0,1,0
reporting a capital gain to hmrc,already-covered,,,0,1,0,0,0
reporting capital gain on sale of buy to let,already-covered,,,0,0,0,2,0
reporting capital gain on sale of rental property,already-covered,,,0,0,0,2,0
reporting capital gains on sale of rental property,already-covered,,,0,0,0,6,0
reporting capital gains tax on property non uk resident,already-covered,,,0,0,0,4,0
reporting capital gains tax on uk property,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,260,0,0,0,0
reporting capital gains to hmrc,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,110,0,0,0,0
reporting cgt,already-covered,,,0,1,0,0,0
reporting cgt for non resident companies,already-covered,,,0,0,0,2,0
reporting cgt on residential property,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,0,0,0,0
reporting cgt to hmrc for non residents,already-covered,,,0,0,0,1,0
residental cgt rate uk 26/27,already-covered,,,0,0,0,1,0
residential capital gains tax,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,6,0
residential capital gains tax rate hmrc,already-covered,,,0,0,0,1,0
residential capital gains tax rates,already-covered,,,0,0,0,2,0
residential capital gains tax rates 26/27,already-covered,,,0,0,0,5,0
residential capital gains tax return if loss made,already-covered,,,0,0,0,2,0
residential cgt,already-covered,,,0,0,0,5,0
residential cgt rate for 2026/27,already-covered,,,0,0,0,1,0
residential cgt rates,already-covered,,,0,0,0,14,1
residential cgt rates 26/27,already-covered,,,0,4,0,7,0
residential cgt rates and brackets,already-covered,,,0,0,0,1,0
residential lettings relief cgt,already-covered,,,0,0,0,2,0
residential proepry rate cgt uk,already-covered,,,0,0,0,2,0
residential property and other asset gains now use the same main cgt rates.,already-covered,,,0,0,0,1,0
residential property capital gains tax,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,1000,0,0,4,0
residential property capital gains tax rate 2019 onwards,already-covered,,,0,0,0,1,1
residential property capital gains tax rate 2026 onwards,already-covered,,,0,0,0,1,1
residential property cgt,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,50,0,0,0,0
residential property cgt due,already-covered,,,0,0,0,1,1
residential property cgt due date,already-covered,,,0,0,0,2,0
residential property cgt rate,already-covered,,,0,0,0,3,0
residential property cgt rates,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,50,0,0,17,2
residential property cgt rates 2026/27,already-covered,,,0,0,0,2,0
residential property cgt return,already-covered,,,0,0,0,2,0
residential property sale capital gain tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,50,0,0,0,0
residential property tax rate 2026/27 cgt,already-covered,,,0,0,0,1,1
residnetail property cgt rates,already-covered,,,0,0,0,1,1
revenue vs capital expenses for cgt,already-covered,,,0,0,0,1,1
rise in capital gains tax,gap-no-page,capital gains tax rates 2024/25,,210,0,0,0,0
roll over capital gains on selling residential property into buying new property,already-covered,,,0,0,0,1,0
roll over relief capital gains tax,assigned,roll over relief cgt,/blog/capital-gains-tax/cgt-main-residence-relief-joint-ownership-pra-election-spouses-mechanics,70,0,0,0,0
roll over relief cgt,assigned,roll over relief cgt,/blog/capital-gains-tax/cgt-main-residence-relief-joint-ownership-pra-election-spouses-mechanics,260,0,0,0,0
roll-over relief capital gains tax,assigned,roll over relief cgt,/blog/capital-gains-tax/cgt-main-residence-relief-joint-ownership-pra-election-spouses-mechanics,70,0,0,0,0
rollover relief capital gains tax,assigned,roll over relief cgt,/blog/capital-gains-tax/cgt-main-residence-relief-joint-ownership-pra-election-spouses-mechanics,70,0,0,0,0
rollover relief cgt,assigned,roll over relief cgt,/blog/capital-gains-tax/cgt-main-residence-relief-joint-ownership-pra-election-spouses-mechanics,260,0,0,2,0
rollover relief cgt property,already-covered,,,0,0,0,1,0
roughly how much is capital gains tax on a buy to let,already-covered,,,0,0,0,1,0
rules for reporting capital gains uk,already-covered,,,0,0,0,1,0
s.38 cgt enhancing the property eviction title to property,already-covered,,,0,0,0,3,0
s.38 deduction for cgt purposes on property,already-covered,,,0,0,0,2,0
s180 capital gains,already-covered,,,0,0,0,1,0
"sale made 4th april 2026, when would cgt be due",already-covered,,,0,0,0,1,0
sale of a property what is the index linkig for cgt,already-covered,,,0,0,0,1,0
sale of a rental property capital gains tax,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,70,0,0,0,0
sale of buy to let property can i claim for an upgraded kitchen for cgt,already-covered,,,0,0,0,1,1
sale of land and capital gains tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
sale of land capital gain,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
sale of land capital gains tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
sale of property cgt,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,1000,0,0,0,0
sale of property wheh gifting at nil valuation do you pay cgt,already-covered,,,0,0,0,1,0
sale of propery cgt calculator,already-covered,,,0,0,0,1,0
sale of rental property allowable expenses for capital gains tax,already-covered,,,0,0,0,2,0
sale of rental property capital gains,already-covered,,,0,0,0,1,1
sale of residential property capital gain,already-covered,,,0,0,0,11,0
sale of second property capital gains tax,gap-no-page,capital gains on second home,,50,0,0,0,0
sale of shares in uk property rich companies uk capital gains tax,already-covered,,,0,0,0,1,0
schedule 1a non-resident capital gains,already-covered,,,0,0,0,1,0
second home capital gains tax calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
second home cgt,already-covered,,,0,1,0,0,0
second home sale capital gains,gap-no-page,capital gains on second home,,140,0,0,0,0
second homes and capital gains tax,gap-no-page,capital gains on second home,,880,0,0,0,0
second property capital gains tax uk,gap-no-page,capital gains on second home,,50,0,0,0,0
section 225b relief capital gains,already-covered,,,0,0,0,8,0
self assessment capital gains,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,320,0,0,0,0
self assessment capital gains already paid,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,110,0,0,0,0
self assessment capital gains form,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,50,0,0,0,0
self assessment: capital gains form,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,50,0,0,0,0
sell a b2l what cost to offset cgt,already-covered,,,0,0,0,2,1
sell rental property capital gains tax over previous years,already-covered,,,0,0,0,1,1
sell second home capital gains tax,gap-no-page,capital gains on second home,,210,0,0,0,0
sell uk property deadline to file cgt,already-covered,,,0,0,0,2,0
selling 2nd home capital gains,gap-no-page,capital gains on second home,,210,0,0,0,0
selling a business capital gains,gap-no-page,do companies pay cgt,,170,0,0,0,0
selling a business capital gains tax,gap-no-page,do companies pay cgt,,170,0,0,0,0
selling a buy to let property capital gains tax,already-covered,,,0,0,0,1,0
selling a buy to let property do i have to pay capital gains tax,already-covered,,,0,0,0,1,0
selling a buy to let property uk cgt uk,already-covered,,,0,0,0,2,0
selling a house after renting  how much capital gains so no pay,already-covered,,,0,0,0,1,0
selling a property and capital gains tax,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,390,0,0,0,0
selling a property capital gains,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,390,0,0,0,0
selling a property in uk and cgt,already-covered,,,0,0,0,1,0
selling a rented property capital gains tax,already-covered,,,0,2,0,0,0
selling a second home and capital gains tax,gap-no-page,capital gains on second home,,210,0,0,0,0
selling a second home capital gains,gap-no-page,capital gains on second home,,210,0,0,0,0
selling a second home capital gains tax,gap-no-page,capital gains on second home,,210,0,0,0,0
selling an inherited property capital gains tax,assigned,cgt on property inherited,/blog/capital-gains-tax/cgt-inherited-rental-property-calculation-uk,50,0,0,0,0
selling business capital gains,gap-no-page,do companies pay cgt,,170,0,0,0,0
selling business capital gains tax,gap-no-page,do companies pay cgt,,170,0,0,0,0
selling home capital gains tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,720,0,0,0,0
selling house and capital gains tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,720,0,0,0,0
selling inherited property capital gains tax,assigned,cgt on property inherited,/blog/capital-gains-tax/cgt-inherited-rental-property-calculation-uk,50,0,0,0,0
selling land and capital gains tax,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,1,0,0,0
selling land capital gains,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,0,0,0,0
selling land capital gains tax,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,2,0,0,0
"selling matrimonial property on separation, time limit for cgt",already-covered,,,0,0,0,1,0
selling own home and rental property cgt,already-covered,,,0,0,0,1,1
selling property and capital gains tax,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,390,0,0,0,0
selling property capital gains tax,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,390,1,0,3,0
selling property to family capital gains tax uk,already-covered,,,0,0,0,2,0
selling propety in uk capital gains tax,already-covered,,,0,0,0,1,0
selling rental propertry at a capital gains loss?,already-covered,,,0,0,0,1,1
selling rental property capital gains,already-covered,,,0,0,0,1,1
selling rental property capital gains tax,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,210,0,0,8,1
selling rental property capital gains tax uk,already-covered,,,0,0,0,2,0
selling rental property capital gains tax with mortgage,already-covered,,,0,0,0,2,0
selling second home capital gains,gap-no-page,capital gains on second home,,210,0,0,0,0
selling second property capital gains tax,gap-no-page,capital gains on second home,,90,0,0,0,0
selling shares capital gains tax,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,480,0,0,0,0
sending a postal cgt return to hmrc when you are non uk resident,already-covered,,,0,0,0,1,1
set up capital gains tax account,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,40,0,0,0,0
set up uk hmrc non residents cgt on residential property,already-covered,,,0,0,0,2,0
share capital gain,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,210,0,0,0,0
shares capital gains tax allowance,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,260,0,0,0,0
shares capital gains tax calculator uk,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,320,0,0,0,0
sharesave capital gains tax calculator,deferred-shares-decision,how much capital gains tax on shares,,50,0,0,0,0
sharing capital gains loss with spouse across tax year,already-covered,,,0,0,0,1,0
should i sell lossmaking rental portfolio and suffer capital gains tax as well uk,already-covered,,,0,0,0,1,0
sold a rental property capital gains tax,already-covered,,,0,0,0,1,1
sold a rental property which section of the capital gains pages do i enter,already-covered,,,0,0,0,2,1
sold a rented property how do i do capital gains,already-covered,,,0,0,0,1,0
spain capital gains tax on property,excluded-offniche,cgt in spain,,90,0,0,0,0
spanish property capital gains tax,excluded-offniche,cgt in spain,,90,0,0,0,0
spousal exemption capital gains tax,already-covered,,,0,0,0,2,0
spousal exemption cgt,already-covered,,,0,0,0,2,0
